sample_id,bme688_gas_response_norm,mq135_response_norm,mq7_response_norm,temperature_c,humidity_pct,pressure_hpa,pattern_label
PA_281,0.21746,0.65335,0.34773,25.55,48.59,1013.15,Pattern_A
PC_096,0.57838,0.63946,0.28442,25.66,42.64,1014.08,Pattern_C
PB_060,0.69234,0.45906,0.77995,24.14,56.49,1006.66,Pattern_B
PB_220,0.6958,0.46867,0.71999,24.43,53.19,1005.75,Pattern_B
PC_213,0.44565,0.52206,0.21753,25.8,47.06,1016.04,Pattern_C
PC_168,0.51703,0.63623,0.27306,26.09,42.67,1017.33,Pattern_C
PA_183,0.34372,0.73172,0.34064,25.55,53.47,1012.89,Pattern_A
U_287,0.51136,0.50496,0.48707,25.01,53.24,1011.1,Unknown
PA_111,0.20694,0.71886,0.32585,24.85,49.82,1008.93,Pattern_A
PA_043,0.39508,0.65585,0.36528,25.35,50.96,1011.32,Pattern_A
PD_107,0.76334,0.33535,0.53157,24.14,66.69,1004.89,Pattern_D
PA_205,0.25045,0.75406,0.42372,24.74,51.23,1013.02,Pattern_A
PC_221,0.50144,0.65382,0.29123,25.41,41.89,1017.02,Pattern_C
PA_053,0.39592,0.74853,0.42968,24.87,50.15,1010.74,Pattern_A
PB_246,0.73948,0.39879,0.74935,24.33,50.78,1005.96,Pattern_B
PD_232,0.68308,0.25801,0.49272,23.52,63.64,1004.32,Pattern_D
PD_258,0.74915,0.32339,0.58818,24.34,66.3,1006.37,Pattern_D
U_268,0.46951,0.44717,0.568,26.25,50.35,1009.53,Unknown
PD_011,0.8107,0.28953,0.51621,23.74,59.85,1005.88,Pattern_D
PA_184,0.35355,0.80073,0.44781,25.28,51.32,1012.94,Pattern_A
PA_138,0.23609,0.58242,0.26829,25.01,50.07,1011.79,Pattern_A
PD_250,0.77492,0.24474,0.58554,23.26,59.73,1002.37,Pattern_D
PA_081,0.31227,0.81316,0.38549,25.26,49.88,1011.69,Pattern_A
U_013,0.39965,0.49991,0.43899,25.23,56.76,1009.54,Unknown
PA_106,0.3886,0.88571,0.35568,24.13,49.32,1011.48,Pattern_A
PB_242,0.63359,0.33226,0.81234,24.58,57.53,1007.92,Pattern_B
U_114,0.4353,0.51934,0.46521,25.88,52.13,1012.74,Unknown
PB_181,0.69681,0.4781,0.80514,25.01,55.0,1008.55,Pattern_B
PA_166,0.34788,0.81615,0.48766,25.59,49.76,1012.63,Pattern_A
PA_249,0.31806,0.73162,0.34302,24.99,48.63,1010.07,Pattern_A
PB_008,0.72834,0.32267,0.68138,23.58,55.07,1005.99,Pattern_B
PB_147,0.76612,0.45306,0.6536,24.7,57.71,1007.6,Pattern_B
PC_147,0.53417,0.56642,0.32549,26.18,45.47,1014.92,Pattern_C
PB_035,0.60274,0.49297,0.75435,24.0,57.62,1009.13,Pattern_B
PA_098,0.28384,0.65031,0.42286,25.9,47.41,1010.49,Pattern_A
PC_160,0.61796,0.70553,0.30158,26.21,46.74,1012.74,Pattern_C
PC_138,0.4418,0.55478,0.21977,26.33,45.38,1012.5,Pattern_C
PC_237,0.46863,0.56682,0.20857,26.4,43.29,1016.97,Pattern_C
PD_043,0.82274,0.33907,0.54711,23.72,57.71,1004.4,Pattern_D
PA_103,0.22169,0.74901,0.3316,24.42,51.57,1012.43,Pattern_A
PB_135,0.74484,0.36166,0.70043,24.41,56.82,1005.6,Pattern_B
PA_075,0.28115,0.624,0.44403,24.85,52.45,1012.69,Pattern_A
U_141,0.45393,0.47827,0.54539,24.57,50.85,1010.66,Unknown
PD_225,0.80888,0.32144,0.56159,24.1,61.97,1004.34,Pattern_D
U_160,0.49924,0.40379,0.48838,24.72,52.08,1009.64,Unknown
PB_003,0.69506,0.41954,0.77021,24.29,56.46,1009.68,Pattern_B
U_063,0.4493,0.49945,0.49915,25.41,51.78,1009.96,Unknown
U_024,0.45333,0.40286,0.4262,25.8,51.57,1010.09,Unknown
PC_134,0.46423,0.51767,0.27709,25.79,43.49,1017.78,Pattern_C
PB_089,0.68932,0.48498,0.70587,23.8,55.57,1007.94,Pattern_B
PA_236,0.27696,0.86493,0.28592,25.57,53.01,1010.47,Pattern_A
U_046,0.49068,0.49447,0.46206,25.22,54.69,1011.14,Unknown
PA_268,0.36955,0.62759,0.36126,25.61,51.12,1012.35,Pattern_A
PB_006,0.7211,0.42373,0.69296,24.69,56.27,1008.16,Pattern_B
PA_118,0.24331,0.7163,0.44295,24.56,48.0,1013.01,Pattern_A
U_012,0.4503,0.51004,0.61175,25.71,53.25,1011.21,Unknown
PC_074,0.48187,0.58871,0.28553,25.93,44.93,1012.4,Pattern_C
PA_250,0.28055,0.64824,0.39937,24.48,51.57,1009.87,Pattern_A
PD_194,0.75507,0.28923,0.57955,23.02,63.02,1004.19,Pattern_D
PD_180,0.68436,0.24328,0.57714,22.85,60.8,1004.55,Pattern_D
PA_072,0.3442,0.83185,0.29707,25.18,47.71,1012.85,Pattern_A
PA_095,0.34951,0.76806,0.37042,24.71,51.21,1012.34,Pattern_A
PC_248,0.52548,0.58565,0.32262,26.59,42.85,1013.68,Pattern_C
PA_034,0.29972,0.70938,0.40025,25.63,50.2,1013.16,Pattern_A
PD_201,0.82858,0.28013,0.6185,23.9,63.58,1002.58,Pattern_D
PB_149,0.75078,0.29587,0.68323,24.04,54.86,1007.34,Pattern_B
PB_146,0.71801,0.51334,0.73214,24.72,54.47,1008.66,Pattern_B
PC_172,0.49031,0.65116,0.2381,25.53,41.13,1012.18,Pattern_C
PC_117,0.50562,0.55713,0.38065,25.92,44.02,1016.97,Pattern_C
PC_287,0.56175,0.68644,0.16411,26.11,46.53,1012.25,Pattern_C
U_045,0.48661,0.49894,0.47599,25.88,52.33,1011.42,Unknown
PD_001,0.76283,0.34755,0.50059,23.8,62.52,1007.08,Pattern_D
PD_136,0.7456,0.37885,0.63963,23.89,63.67,1004.48,Pattern_D
PA_078,0.21257,0.58526,0.31296,24.79,49.35,1015.49,Pattern_A
PA_085,0.13695,0.68467,0.52522,25.2,48.77,1012.84,Pattern_A
PC_235,0.53291,0.49661,0.18091,26.19,43.21,1015.54,Pattern_C
PA_083,0.28426,0.74951,0.36148,25.42,45.97,1011.4,Pattern_A
PB_158,0.63427,0.30454,0.82117,25.02,57.3,1007.15,Pattern_B
PD_019,0.78941,0.32767,0.60414,23.81,58.61,1003.88,Pattern_D
PC_077,0.56762,0.64637,0.31532,25.96,45.54,1016.91,Pattern_C
PD_085,0.8745,0.28442,0.58316,23.41,63.58,1007.46,Pattern_D
U_040,0.42607,0.32789,0.56473,25.55,50.36,1012.11,Unknown
PB_137,0.67958,0.48047,0.71373,25.25,53.49,1006.77,Pattern_B
PC_171,0.45917,0.59728,0.28405,26.38,49.05,1015.7,Pattern_C
PC_045,0.42563,0.52898,0.30504,26.75,45.69,1016.01,Pattern_C
PD_220,0.72546,0.22549,0.55375,23.91,57.79,1004.92,Pattern_D
PD_006,0.69709,0.3205,0.51481,24.26,59.94,1003.79,Pattern_D
PD_294,0.78755,0.21867,0.5746,23.9,61.08,1005.61,Pattern_D
PB_105,0.68555,0.4937,0.88641,24.24,54.96,1011.28,Pattern_B
U_104,0.50569,0.56053,0.50101,25.95,52.34,1012.86,Unknown
PD_034,0.79589,0.27835,0.68139,24.4,63.39,1005.68,Pattern_D
U_286,0.52292,0.36943,0.42333,25.73,54.34,1009.71,Unknown
PA_105,0.32591,0.68533,0.3553,25.61,47.71,1007.66,Pattern_A
PC_010,0.55428,0.62262,0.26603,26.86,43.0,1015.01,Pattern_C
U_256,0.51665,0.46851,0.51686,25.43,51.45,1008.44,Unknown
PC_089,0.50824,0.53648,0.34103,25.66,45.77,1014.87,Pattern_C
PD_049,0.81304,0.24175,0.68868,23.64,61.41,1007.59,Pattern_D
PD_032,0.74896,0.3509,0.56876,23.35,62.14,1005.31,Pattern_D
PA_063,0.34712,0.77472,0.41325,26.05,49.55,1008.39,Pattern_A
PA_282,0.27039,0.73612,0.37152,25.39,48.82,1009.17,Pattern_A
PC_179,0.62191,0.54884,0.12636,25.8,46.23,1015.27,Pattern_C
U_194,0.5946,0.47603,0.45057,25.37,53.92,1009.07,Unknown
PA_239,0.33601,0.76846,0.36374,24.58,48.09,1009.06,Pattern_A
PA_224,0.44909,0.7061,0.33213,25.19,50.97,1011.05,Pattern_A
PA_146,0.31534,0.65449,0.42346,25.03,45.84,1008.47,Pattern_A
U_199,0.50467,0.55631,0.4784,25.17,51.5,1007.91,Unknown
PB_074,0.63036,0.40018,0.83376,24.14,51.93,1009.7,Pattern_B
U_029,0.55421,0.51211,0.54121,25.77,48.96,1008.42,Unknown
PA_119,0.28782,0.76209,0.37918,25.32,47.72,1011.98,Pattern_A
PD_267,0.76294,0.23213,0.58457,24.01,58.79,1003.4,Pattern_D
PA_251,0.26885,0.6794,0.45951,25.15,49.53,1012.9,Pattern_A
U_245,0.51326,0.30062,0.48557,25.73,51.1,1010.07,Unknown
PD_123,0.82905,0.20444,0.62416,23.79,59.67,1001.25,Pattern_D
PA_010,0.27413,0.67847,0.36349,25.67,48.1,1013.74,Pattern_A
PB_150,0.75695,0.48203,0.78972,24.57,55.87,1006.45,Pattern_B
PC_283,0.53864,0.75779,0.28615,26.66,43.37,1014.92,Pattern_C
PC_109,0.4855,0.69527,0.26394,25.8,46.06,1011.69,Pattern_C
PA_256,0.33054,0.74011,0.43889,24.48,54.42,1010.27,Pattern_A
PB_294,0.71197,0.36629,0.80306,24.55,52.24,1007.69,Pattern_B
PB_090,0.65297,0.4255,0.92605,24.88,57.31,1009.52,Pattern_B
PD_188,0.83895,0.33955,0.59258,24.29,64.02,1005.68,Pattern_D
U_001,0.52657,0.51803,0.53225,25.53,50.85,1008.53,Unknown
PB_258,0.77282,0.47084,0.6719,24.4,55.56,1008.32,Pattern_B
U_088,0.51021,0.3357,0.48072,26.23,51.52,1012.68,Unknown
PC_240,0.57576,0.50437,0.32278,25.65,41.37,1012.98,Pattern_C
PB_161,0.6418,0.3149,0.72799,24.9,53.81,1006.75,Pattern_B
PC_124,0.5216,0.58376,0.15768,26.5,44.82,1014.13,Pattern_C
U_182,0.42466,0.51955,0.46096,25.71,51.58,1012.82,Unknown
PA_145,0.26186,0.77402,0.29947,24.82,48.71,1011.92,Pattern_A
PB_202,0.57145,0.48892,0.74378,24.83,60.19,1007.36,Pattern_B
PD_199,0.74441,0.30245,0.60299,24.57,63.73,1007.19,Pattern_D
PC_140,0.62494,0.65511,0.25463,26.37,41.93,1013.27,Pattern_C
U_185,0.40317,0.50375,0.41519,25.78,50.88,1010.02,Unknown
PC_132,0.50442,0.63972,0.18226,26.72,45.4,1017.31,Pattern_C
PB_240,0.65334,0.45548,0.82584,24.83,57.0,1005.93,Pattern_B
PA_178,0.27489,0.7936,0.34134,24.97,47.64,1012.82,Pattern_A
U_247,0.32323,0.44878,0.4188,25.6,52.34,1011.25,Unknown
PC_098,0.44206,0.75313,0.27826,26.17,45.88,1014.34,Pattern_C
PD_041,0.75736,0.17901,0.62151,24.59,64.49,1001.42,Pattern_D
PD_150,0.71701,0.17834,0.50492,23.85,64.16,1003.99,Pattern_D
PD_023,0.77761,0.31082,0.60143,23.28,60.03,1001.02,Pattern_D
PC_299,0.46882,0.58261,0.37626,25.36,41.44,1013.51,Pattern_C
U_293,0.40572,0.52607,0.53054,24.75,47.45,1011.87,Unknown
PA_008,0.2634,0.73509,0.387,25.1,51.92,1012.4,Pattern_A
PC_263,0.49624,0.53783,0.40359,25.92,49.65,1017.51,Pattern_C
PC_068,0.53503,0.74552,0.36579,25.86,44.3,1015.85,Pattern_C
PD_261,0.65047,0.412,0.56677,24.01,65.21,1005.54,Pattern_D
PB_058,0.82872,0.44563,0.71683,24.19,52.93,1009.69,Pattern_B
PC_184,0.57935,0.60052,0.32757,25.78,41.01,1015.48,Pattern_C
PC_136,0.59856,0.59122,0.32479,25.66,44.64,1013.44,Pattern_C
PB_030,0.60628,0.47004,0.64641,24.6,58.47,1008.88,Pattern_B
PD_156,0.85916,0.3107,0.56509,23.0,58.44,1001.7,Pattern_D
PD_249,0.778,0.36461,0.51693,23.63,58.96,1006.69,Pattern_D
PD_218,0.70712,0.405,0.51901,23.8,60.92,1004.38,Pattern_D
PA_259,0.33032,0.74571,0.28598,24.67,48.72,1011.34,Pattern_A
PD_276,0.80855,0.41446,0.61134,24.68,63.98,1001.75,Pattern_D
PB_073,0.60922,0.52288,0.70459,24.03,54.91,1007.84,Pattern_B
PD_204,0.84073,0.26164,0.57158,23.31,65.12,1005.71,Pattern_D
PD_026,0.81952,0.28973,0.61363,23.52,61.62,1005.3,Pattern_D
PA_143,0.34997,0.72202,0.39671,25.01,50.74,1012.76,Pattern_A
PB_226,0.69488,0.36092,0.78511,24.44,53.66,1006.6,Pattern_B
PD_239,0.75804,0.21039,0.5658,23.89,64.02,1002.95,Pattern_D
PD_108,0.70606,0.21259,0.62659,23.77,63.93,1004.04,Pattern_D
PD_222,0.84106,0.28612,0.68988,23.02,64.02,1004.82,Pattern_D
U_224,0.54659,0.48975,0.55135,25.11,51.43,1011.71,Unknown
PB_141,0.71238,0.41429,0.70184,24.07,58.18,1007.72,Pattern_B
PB_232,0.62604,0.37299,0.73856,23.89,51.87,1006.52,Pattern_B
U_002,0.55094,0.51971,0.4584,25.52,51.34,1007.97,Unknown
PA_227,0.27931,0.68704,0.35538,24.89,49.17,1013.65,Pattern_A
PD_137,0.77954,0.25699,0.63424,23.49,65.27,1004.43,Pattern_D
PA_229,0.36851,0.78237,0.28911,25.37,50.89,1009.11,Pattern_A
U_080,0.48146,0.38663,0.4877,25.22,51.11,1008.65,Unknown
U_250,0.52463,0.51169,0.56999,25.35,54.65,1007.54,Unknown
PA_213,0.27938,0.74425,0.34258,25.01,48.68,1014.92,Pattern_A
PA_080,0.33405,0.69795,0.44383,24.49,50.01,1016.68,Pattern_A
PA_149,0.16241,0.60924,0.33002,24.75,49.1,1012.07,Pattern_A
PC_215,0.54427,0.57733,0.29356,26.72,44.62,1017.12,Pattern_C
PD_004,0.76577,0.2213,0.63658,23.26,61.61,1004.93,Pattern_D
PD_059,0.73952,0.29156,0.60329,23.95,64.46,1007.07,Pattern_D
PC_072,0.48459,0.64126,0.26986,26.09,42.31,1014.17,Pattern_C
PD_256,0.70292,0.35285,0.58693,23.89,65.17,1004.21,Pattern_D
PB_256,0.68104,0.41775,0.64687,24.32,55.12,1007.49,Pattern_B
PD_008,0.82003,0.29656,0.6497,23.48,58.47,1004.94,Pattern_D
PA_134,0.35642,0.72253,0.3293,24.51,50.76,1012.68,Pattern_A
PD_209,0.7269,0.19204,0.62916,23.59,60.16,1003.03,Pattern_D
PC_224,0.55848,0.53802,0.30224,25.77,44.42,1013.64,Pattern_C
PB_109,0.72229,0.47324,0.72789,24.32,56.19,1006.51,Pattern_B
PB_069,0.7136,0.39178,0.80742,24.94,57.84,1011.2,Pattern_B
PB_208,0.63106,0.388,0.77205,24.33,56.07,1008.94,Pattern_B
PD_282,0.74188,0.25871,0.63027,23.78,59.7,1001.97,Pattern_D
PB_205,0.67063,0.42086,0.80414,23.89,53.15,1008.49,Pattern_B
U_289,0.4638,0.42513,0.55333,24.86,49.81,1009.41,Unknown
PB_048,0.61655,0.4303,0.82134,24.85,54.79,1007.16,Pattern_B
PB_087,0.66414,0.44632,0.89406,24.38,55.92,1010.26,Pattern_B
PA_001,0.31676,0.6524,0.42503,25.42,45.71,1009.66,Pattern_A
PB_061,0.65132,0.35864,0.83807,24.79,56.33,1010.24,Pattern_B
PC_295,0.53604,0.72966,0.247,26.82,45.01,1018.21,Pattern_C
PC_229,0.50171,0.62207,0.26931,25.36,47.18,1010.07,Pattern_C
U_216,0.49517,0.60351,0.52749,25.81,51.09,1009.56,Unknown
PB_176,0.67147,0.51301,0.84211,24.61,53.19,1010.84,Pattern_B
U_081,0.46421,0.5046,0.49283,24.66,50.36,1007.27,Unknown
PA_058,0.30396,0.7469,0.47697,24.07,48.7,1013.06,Pattern_A
PC_038,0.51649,0.5863,0.26026,25.88,46.88,1015.42,Pattern_C
U_131,0.42123,0.4839,0.50044,25.12,52.79,1010.26,Unknown
PD_154,0.7294,0.3635,0.49769,23.69,62.23,1004.09,Pattern_D
U_171,0.41104,0.42976,0.44578,26.3,53.99,1009.24,Unknown
PA_173,0.27248,0.75154,0.34832,25.0,52.17,1011.0,Pattern_A
PB_151,0.72715,0.34772,0.81012,25.03,55.46,1007.68,Pattern_B
PA_126,0.30063,0.70055,0.3191,25.92,53.93,1014.04,Pattern_A
PD_280,0.84497,0.15189,0.61536,23.65,59.99,1005.61,Pattern_D
PB_231,0.62571,0.32263,0.71728,24.75,56.52,1005.54,Pattern_B
PC_258,0.49334,0.67013,0.17909,26.05,48.49,1013.63,Pattern_C
PC_114,0.49919,0.5377,0.36451,24.86,46.76,1014.17,Pattern_C
PA_091,0.20724,0.6663,0.39486,24.92,49.44,1011.71,Pattern_A
U_251,0.40364,0.3911,0.50055,26.04,50.68,1009.14,Unknown
PA_182,0.2231,0.61966,0.41919,24.88,48.69,1012.02,Pattern_A
PC_276,0.51466,0.69271,0.38257,26.67,46.73,1012.74,Pattern_C
PD_131,0.782,0.35497,0.46352,23.63,64.22,1002.39,Pattern_D
PC_187,0.56777,0.57673,0.29724,26.07,38.96,1013.37,Pattern_C
PB_115,0.67448,0.41257,0.76643,24.88,58.03,1008.0,Pattern_B
PA_252,0.1841,0.7172,0.49985,25.06,50.15,1012.99,Pattern_A
PA_070,0.28433,0.73286,0.44535,25.6,49.85,1014.44,Pattern_A
PC_204,0.55193,0.51042,0.25174,25.7,48.23,1013.95,Pattern_C
PA_132,0.30243,0.70681,0.31505,24.93,48.36,1009.75,Pattern_A
PB_001,0.67782,0.44876,0.74173,24.32,55.2,1004.54,Pattern_B
U_230,0.37754,0.49724,0.39184,25.51,55.61,1013.01,Unknown
PB_027,0.72994,0.34182,0.74282,24.24,55.36,1006.85,Pattern_B
U_265,0.4622,0.49763,0.59842,26.26,49.0,1009.37,Unknown
PD_214,0.81014,0.41523,0.6148,23.12,58.95,1004.28,Pattern_D
PB_200,0.6533,0.37018,0.6874,25.55,56.8,1007.4,Pattern_B
U_178,0.47748,0.47845,0.50214,25.62,54.94,1007.88,Unknown
PC_233,0.48899,0.55598,0.30572,26.48,44.24,1016.41,Pattern_C
PB_065,0.58427,0.42113,0.75269,24.29,59.42,1008.99,Pattern_B
PB_196,0.73654,0.41654,0.75816,24.24,55.26,1008.57,Pattern_B
U_195,0.49307,0.46917,0.46587,25.26,52.65,1008.24,Unknown
PB_039,0.6913,0.38892,0.83849,24.28,56.45,1007.29,Pattern_B
PB_122,0.67615,0.39586,0.82494,24.26,57.53,1008.98,Pattern_B
PA_165,0.32059,0.76108,0.29574,25.15,49.33,1011.13,Pattern_A
PA_029,0.29138,0.71735,0.34071,25.2,49.0,1009.79,Pattern_A
PB_217,0.75307,0.37733,0.88079,24.77,52.76,1007.06,Pattern_B
PA_194,0.1652,0.62785,0.30878,24.84,49.44,1009.29,Pattern_A
U_128,0.59286,0.39899,0.58562,25.08,51.6,1011.13,Unknown
U_162,0.47827,0.39629,0.41828,25.31,50.49,1008.7,Unknown
PD_046,0.74946,0.3251,0.5817,23.66,61.28,1004.09,Pattern_D
U_161,0.4484,0.573,0.43063,25.82,56.81,1011.94,Unknown
PA_170,0.24252,0.65363,0.38313,24.88,49.26,1013.12,Pattern_A
PA_168,0.2772,0.7612,0.38018,25.15,51.47,1011.33,Pattern_A
PC_053,0.49383,0.51417,0.14578,25.89,44.3,1013.83,Pattern_C
PA_174,0.34431,0.76403,0.32271,25.44,51.54,1012.18,Pattern_A
PB_219,0.60886,0.36716,0.77411,25.05,58.56,1009.4,Pattern_B
U_014,0.43929,0.54492,0.44314,25.3,54.75,1010.08,Unknown
U_201,0.45369,0.54534,0.47644,25.78,52.4,1011.34,Unknown
PD_013,0.80605,0.27488,0.59615,23.32,60.06,1006.14,Pattern_D
PB_192,0.768,0.44746,0.80356,25.03,52.43,1009.36,Pattern_B
PD_054,0.837,0.33071,0.58914,24.16,62.04,1010.72,Pattern_D
PA_074,0.26401,0.74781,0.36865,25.15,50.8,1014.38,Pattern_A
U_053,0.49655,0.48029,0.55763,25.44,53.74,1009.69,Unknown
PB_288,0.66283,0.31694,0.70477,25.21,55.85,1005.62,Pattern_B
PC_151,0.43816,0.67056,0.20154,26.36,43.46,1017.88,Pattern_C
PC_058,0.47392,0.6457,0.35422,25.98,47.88,1011.45,Pattern_C
PC_243,0.58023,0.5525,0.28187,25.99,44.4,1014.3,Pattern_C
PA_235,0.26806,0.76515,0.39535,25.29,49.98,1012.92,Pattern_A
PC_133,0.46085,0.53999,0.21029,26.11,45.15,1014.16,Pattern_C
PA_215,0.30333,0.73628,0.30042,24.99,54.41,1013.48,Pattern_A
PA_163,0.31227,0.76009,0.32002,24.53,52.43,1011.26,Pattern_A
PA_133,0.32812,0.74543,0.2728,24.94,52.19,1013.91,Pattern_A
U_112,0.4709,0.41888,0.55243,25.47,54.34,1009.65,Unknown
PA_223,0.34821,0.73756,0.40472,25.84,51.03,1013.18,Pattern_A
U_028,0.45456,0.55031,0.49755,25.54,51.03,1010.83,Unknown
PD_035,0.77516,0.21803,0.56703,23.85,62.5,1005.85,Pattern_D
PA_186,0.38181,0.70234,0.31087,24.89,50.22,1012.14,Pattern_A
PA_042,0.23968,0.8394,0.5543,24.47,49.19,1012.61,Pattern_A
PC_093,0.54068,0.54547,0.23889,25.75,45.79,1017.41,Pattern_C
PA_109,0.30904,0.69462,0.49087,24.92,53.67,1010.01,Pattern_A
PA_039,0.25307,0.70132,0.29219,24.73,50.69,1014.17,Pattern_A
PB_269,0.70714,0.41738,0.62829,23.59,55.28,1007.36,Pattern_B
PD_095,0.88492,0.37939,0.53211,23.76,62.27,1007.75,Pattern_D
U_143,0.49183,0.5061,0.48106,25.55,50.61,1012.27,Unknown
U_242,0.47279,0.50615,0.47262,25.38,51.78,1012.65,Unknown
PB_184,0.63255,0.47256,0.72637,23.87,57.25,1007.03,Pattern_B
PB_169,0.69531,0.33056,0.72194,24.34,54.07,1007.04,Pattern_B
PC_291,0.53034,0.61303,0.28727,25.09,44.82,1013.8,Pattern_C
PD_048,0.75911,0.24312,0.52038,23.02,65.37,1007.47,Pattern_D
PA_025,0.25529,0.693,0.34327,24.94,52.35,1012.28,Pattern_A
PD_110,0.7747,0.34189,0.54779,23.33,61.49,1006.98,Pattern_D
PD_293,0.84651,0.30876,0.6881,24.18,62.47,1005.45,Pattern_D
PA_069,0.19038,0.63573,0.29107,23.95,48.51,1013.35,Pattern_A
PC_285,0.60317,0.71726,0.28808,25.86,47.97,1016.28,Pattern_C
U_155,0.55484,0.37101,0.57509,26.09,53.89,1008.76,Unknown
PB_067,0.67008,0.42091,0.74709,24.13,53.81,1007.68,Pattern_B
PB_206,0.67451,0.45717,0.68623,24.66,57.4,1008.88,Pattern_B
PC_251,0.47172,0.7044,0.34254,25.94,45.08,1013.53,Pattern_C
U_116,0.47977,0.43882,0.47678,25.23,55.63,1008.68,Unknown
PB_084,0.65209,0.4001,0.73059,24.1,48.92,1007.22,Pattern_B
PC_135,0.51547,0.68255,0.248,26.11,44.88,1011.94,Pattern_C
PC_118,0.48027,0.56134,0.28061,26.0,45.57,1018.77,Pattern_C
U_136,0.50227,0.35972,0.5089,24.95,50.13,1012.08,Unknown
PB_155,0.6478,0.3959,0.70571,24.42,59.05,1005.72,Pattern_B
PA_265,0.29343,0.61464,0.23934,25.42,47.83,1011.18,Pattern_A
PA_076,0.29279,0.74267,0.49706,25.93,50.15,1012.29,Pattern_A
PD_015,0.82441,0.35173,0.69453,23.48,59.83,1003.7,Pattern_D
PA_233,0.27016,0.75004,0.26773,25.84,51.33,1011.67,Pattern_A
PB_145,0.65676,0.42772,0.73603,24.38,54.96,1006.82,Pattern_B
PB_096,0.61946,0.4045,0.75311,25.22,54.22,1003.61,Pattern_B
PC_012,0.52053,0.52846,0.17594,26.06,46.07,1015.95,Pattern_C
PA_177,0.30824,0.74673,0.3871,25.2,49.66,1014.62,Pattern_A
PA_019,0.34622,0.60772,0.40607,25.11,48.69,1009.4,Pattern_A
U_111,0.41942,0.40233,0.43855,25.34,49.3,1009.91,Unknown
U_022,0.51701,0.44056,0.43776,26.02,52.14,1014.49,Unknown
PB_042,0.71632,0.45236,0.76614,23.99,56.69,1005.8,Pattern_B
U_148,0.54733,0.39227,0.48819,25.47,54.28,1011.11,Unknown
PC_280,0.48364,0.48002,0.2874,25.79,44.03,1018.56,Pattern_C
PB_296,0.71991,0.47102,0.7818,24.47,53.66,1004.58,Pattern_B
PA_062,0.2591,0.66655,0.39214,25.38,50.03,1014.39,Pattern_A
U_061,0.50276,0.43038,0.45153,25.34,50.92,1007.38,Unknown
PA_273,0.30803,0.71889,0.39698,25.49,46.12,1013.75,Pattern_A
U_009,0.52986,0.43741,0.44186,25.29,49.88,1009.82,Unknown
PC_273,0.49021,0.73291,0.24244,25.89,43.06,1015.6,Pattern_C
PD_221,0.86338,0.37292,0.54489,23.17,63.01,1000.83,Pattern_D
U_207,0.52121,0.3979,0.55862,25.46,49.83,1012.41,Unknown
PA_279,0.31551,0.67459,0.37464,24.28,50.3,1012.81,Pattern_A
PA_037,0.3296,0.80693,0.37073,24.69,49.51,1012.44,Pattern_A
PC_063,0.5329,0.71055,0.2399,26.13,45.69,1014.54,Pattern_C
U_152,0.51918,0.53667,0.35445,25.13,51.76,1011.32,Unknown
PD_190,0.70024,0.39173,0.50971,23.29,61.48,1004.43,Pattern_D
PD_078,0.72297,0.33137,0.54355,23.06,61.37,1007.38,Pattern_D
PC_139,0.50962,0.50288,0.27681,25.26,46.16,1015.68,Pattern_C
PA_192,0.32602,0.69502,0.44114,25.46,50.4,1013.73,Pattern_A
PD_020,0.7576,0.27379,0.5845,24.44,63.79,1003.22,Pattern_D
PB_157,0.62806,0.40472,0.90749,25.13,53.12,1009.17,Pattern_B
PC_076,0.56892,0.59355,0.30395,25.76,46.26,1015.68,Pattern_C
PC_161,0.55543,0.55229,0.29911,25.9,46.1,1015.21,Pattern_C
U_153,0.45163,0.41591,0.54363,25.29,53.19,1008.0,Unknown
PC_129,0.51245,0.64785,0.18672,25.73,42.5,1018.19,Pattern_C
PB_113,0.69803,0.45797,0.70554,24.52,50.53,1008.38,Pattern_B
PC_226,0.58215,0.54606,0.27535,25.18,47.47,1018.72,Pattern_C
PC_017,0.48154,0.58923,0.21628,25.45,44.89,1013.4,Pattern_C
PA_115,0.27605,0.68886,0.42745,25.67,48.99,1011.24,Pattern_A
PB_118,0.73548,0.45149,0.83306,24.91,58.35,1008.65,Pattern_B
U_229,0.42682,0.42346,0.4361,25.7,47.67,1008.18,Unknown
PD_070,0.82241,0.27315,0.59635,23.68,62.96,1005.62,Pattern_D
PC_005,0.51649,0.73144,0.28278,25.58,47.7,1016.14,Pattern_C
U_235,0.5439,0.39832,0.60828,24.9,51.24,1008.29,Unknown
PA_090,0.21388,0.76144,0.34767,25.52,44.73,1010.58,Pattern_A
PC_249,0.44101,0.73197,0.29828,26.22,42.05,1015.0,Pattern_C
PD_246,0.77426,0.37532,0.56793,23.74,59.33,1006.37,Pattern_D
U_234,0.48821,0.45152,0.5241,25.87,50.78,1009.89,Unknown
PC_154,0.50411,0.48698,0.21663,26.14,44.7,1015.13,Pattern_C
PB_199,0.69221,0.50994,0.79844,25.23,54.87,1012.3,Pattern_B
PA_012,0.28082,0.68995,0.43148,24.91,47.19,1009.96,Pattern_A
PB_097,0.70774,0.37456,0.76256,24.46,54.4,1009.42,Pattern_B
PA_285,0.31303,0.84369,0.35279,25.12,52.25,1011.7,Pattern_A
PC_091,0.51196,0.82451,0.29711,25.83,48.12,1011.69,Pattern_C
